Country,Year,Demand MWh per capita,Imports TWh,Emissions mtCO2,Generation TWh,Bioenergy,Coal,Gas,Hydro,Nuclear,Other Fossil,Other Renewables,Solar,Wind,Renewables,Non Renewables,% Renewables,% Non Renewables,Price (EUR/MWhe),Temperature Change ºC
Estonia,2010,7.3,-3.25,8.45,12.97,0.74,0.0,0.3,0.03,0.0,11.62,0.0,0.0,0.28,1.05,11.92,8.095605242868158,91.90439475713184,,0.55
Estonia,2011,7.03,-3.56,8.32,12.89,0.78,0.0,0.25,0.03,0.0,11.46,0.0,0.0,0.37,1.1800000000000002,11.71,9.154383242823895,90.8456167571761,,1.301
Estonia,2012,7.35,-2.24,7.54,11.96,1.0,0.0,0.13,0.04,0.0,10.36,0.0,0.0,0.43,1.47,10.49,12.290969899665551,87.70903010033446,,1.477
Estonia,2013,7.35,-3.59,8.58,13.28,0.67,0.01,0.09,0.03,0.0,11.95,0.0,0.0,0.53,1.23,12.049999999999999,9.262048192771084,90.73795180722891,,1.188
Estonia,2014,7.38,-2.75,7.91,12.45,0.76,0.01,0.07,0.03,0.0,10.98,0.0,0.0,0.6,1.3900000000000001,11.06,11.164658634538153,88.83534136546184,,2.441
Estonia,2015,7.02,-0.92,6.2,10.15,0.82,0.0,0.06,0.03,0.0,8.53,0.0,0.0,0.71,1.56,8.59,15.36945812807882,84.6305418719212,31.098333333333333,2.393
Estonia,2016,7.7,-2.04,7.62,12.17,0.95,0.0,0.07,0.04,0.0,10.51,0.0,0.01,0.59,1.5899999999999999,10.58,13.064913722267871,86.93508627773213,33.05833333333333,1.932
Estonia,2017,7.92,-2.73,8.16,13.16,1.1,0.02,0.06,0.03,0.0,11.22,0.0,0.01,0.72,1.86,11.3,14.133738601823707,85.86626139817628,33.219166666666666,1.524
Estonia,2018,7.92,-1.9,7.56,12.37,1.31,0.0,0.06,0.01,0.0,10.32,0.0,0.03,0.64,1.9900000000000002,10.38,16.08730800323363,83.91269199676637,47.04416666666666,2.442
Estonia,2019,7.36,2.16,4.14,7.61,1.36,0.0,0.04,0.02,0.0,5.43,0.0,0.07,0.69,2.14,5.47,28.120893561103816,71.87910643889619,45.85916666666666,2.213
Estonia,2020,7.31,3.64,2.62,6.08,1.85,0.0,0.03,0.03,0.0,3.08,0.0,0.25,0.84,2.9699999999999998,3.11,48.84868421052631,51.151315789473685,33.678333333333335,
Estonia,2021,7.39,2.63,3.46,7.19,1.77,0.0,0.04,0.02,0.0,4.28,0.0,0.35,0.73,2.87,4.32,39.916550764951324,60.08344923504869,86.52666666666666,
Estonia,2022,7.04,1.01,3.87,8.34,2.49,0.0,0.04,0.02,0.0,4.63,0.0,0.53,0.63,3.67,4.67,44.00479616306954,55.99520383693045,192.04333333333332,
Finland,2000,15.78,11.88,18.25,69.79,8.64,8.49,10.13,14.66,22.48,5.31,0.0,0.0,0.08,23.38,46.410000000000004,33.50050150451354,66.49949849548645,,2.04
Finland,2001,16.24,9.96,22.3,74.29,8.27,10.61,11.69,13.2,22.77,7.68,0.0,0.0,0.07,21.54,52.74999999999999,28.994481087629566,71.00551891237043,,1.381
Finland,2002,16.66,11.92,24.5,74.73,8.99,12.71,11.63,10.78,22.3,8.26,0.0,0.0,0.06,19.83,54.9,26.53552790044158,73.46447209955839,,1.188
Finland,2003,17.06,4.85,31.67,84.08,9.38,19.25,13.85,9.59,22.73,9.19,0.0,0.0,0.09,19.06,65.02,22.66888677450047,77.33111322549951,,0.729
Finland,2004,17.3,4.87,28.41,85.6,10.44,16.5,12.75,15.07,22.72,8.0,0.0,0.0,0.12,25.63,59.97,29.94158878504673,70.05841121495328,,1.242
Finland,2005,16.65,17.01,17.74,70.33,9.51,6.5,11.23,13.78,23.27,5.87,0.0,0.0,0.17,23.46,46.87,33.35703113891654,66.64296886108346,,2.212
Finland,2006,17.75,11.4,28.09,82.05,10.81,16.33,12.32,11.49,22.91,8.03,0.0,0.0,0.16,22.46,59.59,27.373552711761125,72.62644728823888,,1.216
Finland,2007,17.68,12.56,25.58,80.92,9.95,13.89,10.56,14.18,23.42,8.73,0.0,0.0,0.19,24.32,56.60000000000001,30.054374691052892,69.94562530894711,,1.955
Finland,2008,16.89,12.77,20.15,76.98,10.4,8.5,11.03,17.11,22.96,6.72,0.0,0.0,0.26,27.77,49.21,36.07430501428943,63.92569498571057,,2.142
Finland,2009,15.71,12.09,20.45,71.78,8.73,11.13,9.82,12.69,23.53,5.6,0.0,0.0,0.28,21.700000000000003,50.080000000000005,30.23126219002508,69.76873780997494,,1.699
Finland,2010,16.94,10.5,25.83,80.34,10.97,14.54,11.26,12.92,22.8,7.56,0.0,0.0,0.29,24.18,56.16,30.097087378640776,69.90291262135922,,0.246
Finland,2011,16.16,13.85,20.46,73.21,11.24,9.78,9.45,12.45,23.19,6.61,0.0,0.01,0.48,24.18,49.03,33.02827482584346,66.97172517415653,,1.355
Finland,2012,16.17,17.44,15.69,70.09,11.2,7.1,6.73,16.86,22.99,4.71,0.0,0.01,0.49,28.56,41.53,40.747610215437305,59.25238978456272,,1.548
Finland,2013,15.94,15.71,18.44,70.98,12.01,10.69,6.79,12.84,23.61,4.26,0.0,0.01,0.77,25.630000000000003,45.35,36.108763031839956,63.89123696816005,,1.427
Finland,2014,15.71,17.97,15.66,67.81,11.76,7.92,5.52,13.4,23.58,4.51,0.0,0.01,1.11,26.28,41.529999999999994,38.75534581920071,61.24465418079929,,2.602
Finland,2015,15.46,16.34,13.07,68.36,11.42,5.12,5.2,16.77,23.25,4.26,0.0,0.01,2.33,30.53,37.83,44.660620245757755,55.339379754242245,29.675833333333333,2.624
Finland,2016,15.91,18.95,13.8,68.48,11.52,6.97,3.74,15.8,23.2,4.16,0.0,0.02,3.07,30.41,38.06999999999999,44.4071261682243,55.592873831775705,32.42,2.162
Finland,2017,15.9,20.43,12.64,67.13,11.86,5.86,3.3,14.77,22.48,4.01,0.0,0.05,4.8,31.48,35.65,46.89408610159392,53.10591389840608,33.208333333333336,1.499
Finland,2018,16.3,19.94,13.97,69.98,12.91,5.79,4.2,13.3,22.79,5.06,0.0,0.09,5.84,32.14,37.84,45.927407830808804,54.0725921691912,46.77333333333333,2.166
Finland,2019,16.01,20.04,12.29,68.38,13.29,4.36,3.85,12.42,23.87,4.42,0.0,0.15,6.02,31.88,36.5,46.62181924539338,53.37818075460661,44.03583333333333,1.465
Finland,2020,15.22,15.1,9.75,69.04,11.57,2.44,3.99,15.88,23.29,3.39,0.0,0.22,8.26,35.93,33.11,52.042294322132086,47.95770567786789,28.005,
Finland,2021,16.19,17.77,10.46,71.87,13.58,2.67,3.83,15.79,23.6,3.59,0.0,0.3,8.51,38.18,33.69,53.12369556143036,46.87630443856963,72.165,
Finland,2022,15.45,12.52,9.56,72.99,13.93,2.97,1.32,13.74,25.06,3.57,0.0,0.3,12.1,40.07,32.919999999999995,54.897931223455274,45.102068776544726,153.47916666666666,
France,2000,7.91,-69.48,43.37,533.6,2.48,27.0,11.51,64.78,415.16,12.1,0.51,0.01,0.05,67.83000000000001,465.77000000000004,12.711769115442282,87.28823088455772,,1.174
France,2001,8.05,-68.39,39.28,543.65,2.85,20.48,15.15,72.62,421.08,10.85,0.48,0.01,0.13,76.09,467.56,13.99613722063828,86.00386277936173,,1.394
France,2002,8.0,-77.03,43.22,552.12,3.04,23.66,18.37,58.88,436.76,10.64,0.49,0.01,0.27,62.690000000000005,489.42999999999995,11.354415706730421,88.64558429326958,,1.055
France,2003,8.26,-66.41,46.68,559.92,3.23,26.26,19.37,57.35,441.07,11.75,0.49,0.01,0.39,61.47,498.45,10.978354050578655,89.02164594942134,,1.807
France,2004,8.41,-61.91,45.63,567.19,3.31,24.37,21.05,58.04,448.24,11.11,0.47,0.01,0.59,62.42,504.77000000000004,11.005130555898376,88.99486944410162,,0.978
France,2005,8.42,-60.33,50.23,569.86,3.39,27.51,23.07,50.14,451.53,12.77,0.48,0.01,0.96,54.98,514.88,9.647983715298492,90.35201628470149,,1.025
France,2006,8.28,-63.34,45.55,568.0,3.38,22.89,21.76,54.88,450.19,12.25,0.46,0.01,2.18,60.910000000000004,507.09000000000003,10.723591549295776,89.27640845070422,,1.31
France,2007,8.24,-56.81,46.59,562.21,3.75,24.45,21.99,55.99,439.73,11.74,0.47,0.02,4.07,64.30000000000001,497.91,11.437007523878977,88.56299247612101,,1.403
France,2008,8.42,-47.99,44.82,567.35,3.97,23.06,21.88,62.16,439.45,10.63,0.47,0.04,5.69,72.33,495.02,12.748744161452366,87.25125583854762,,0.982
France,2009,8.11,-25.93,41.55,529.21,4.13,21.67,20.5,55.49,409.74,9.15,0.45,0.17,7.91,68.15,461.06,12.877685606847947,87.12231439315207,,1.199
France,2010,8.52,-30.71,45.95,562.83,4.44,23.36,23.76,61.2,428.52,10.51,0.48,0.62,9.94,76.68,486.15,13.624007249080538,86.37599275091945,,0.379
France,2011,8.14,-56.41,45.03,567.4,5.04,17.39,29.49,45.74,442.39,12.11,0.54,2.33,12.37,66.02,501.38,11.635530489954176,88.36446951004582,,1.514
France,2012,8.29,-44.52,45.46,567.08,5.3,21.46,22.75,59.83,425.41,12.21,0.51,4.43,15.18,85.25,481.83,15.033152288918672,84.96684771108134,,1.2
France,2013,8.34,-48.46,44.91,576.45,5.68,23.84,18.39,71.92,423.68,11.12,0.5,5.19,16.13,99.41999999999999,477.03000000000003,17.246942492844127,82.75305750715587,,0.695
France,2014,7.85,-67.19,32.23,566.19,5.99,11.26,13.16,63.77,436.48,11.26,0.56,6.39,17.32,94.03,472.16,16.607499249368583,83.39250075063141,,2.027
France,2015,7.99,-64.06,36.95,573.92,6.53,11.89,21.14,55.56,437.43,11.62,0.58,7.75,21.42,91.84,482.08000000000004,16.002230275996656,83.99776972400336,38.61333333333334,1.579
France,2016,8.08,-41.5,42.12,558.65,7.52,10.23,34.97,60.84,403.2,11.25,0.6,8.66,21.38,98.99999999999999,459.65,17.72129240132462,82.27870759867538,36.7175,1.755
France,2017,8.04,-40.13,47.12,556.08,7.78,12.81,40.5,50.0,398.36,11.78,0.65,9.59,24.61,92.63,463.45,16.657675154654005,83.34232484534598,44.97833333333333,1.76
France,2018,7.98,-62.97,38.36,575.83,8.38,8.31,30.61,65.11,412.94,10.35,0.61,10.92,28.6,113.62,462.21000000000004,19.73151798273796,80.26848201726204,50.205000000000005,2.025
France,2019,7.89,-57.67,38.77,565.72,8.64,3.64,39.31,56.91,399.01,10.55,0.61,12.33,34.72,113.21,452.51,20.01166654882274,79.98833345117725,39.4825,1.983
France,2020,7.48,-45.04,35.53,527.25,8.76,3.09,35.28,62.59,353.83,9.77,0.61,13.46,39.86,125.28000000000002,401.96999999999997,23.76102418207682,76.23897581792319,32.165,
France,2021,7.83,-44.89,37.09,550.38,9.6,5.44,33.36,59.62,379.36,9.86,0.58,15.73,36.83,122.36,428.02000000000004,22.231912496820378,77.76808750317963,108.83166666666666,
France,2022,7.51,15.11,39.82,469.48,10.02,4.4,43.0,46.18,297.2,9.66,0.58,19.98,38.46,115.22,354.26,24.54204651955355,75.45795348044646,275.04333333333335,
Germany,2000,7.06,3.06,285.3,572.3,4.33,296.68,52.49,21.73,169.61,18.05,0.0,0.06,9.35,35.47,536.8299999999999,6.197798357504805,93.80220164249519,,1.761
Germany,2001,7.18,3.66,287.66,581.89,4.59,293.74,58.43,22.73,171.3,20.52,0.0,0.12,10.46,37.900000000000006,543.99,6.513258519651481,93.48674148034853,,1.289
Germany,2002,7.27,10.0,289.28,581.96,5.31,299.6,54.51,23.12,164.84,18.53,0.0,0.19,15.86,44.480000000000004,537.48,7.643136985359819,92.35686301464018,,1.486
Germany,2003,7.37,-3.27,301.3,602.54,8.95,304.63,64.43,18.32,165.06,21.75,0.0,0.31,19.09,46.67,555.87,7.7455438643077645,92.25445613569224,,1.253
Germany,2004,7.48,-2.62,297.23,610.28,10.64,298.77,64.57,20.75,167.07,21.9,0.0,0.56,26.02,57.97,552.31,9.498918529199713,90.5010814708003,,0.997
Germany,2005,7.5,-4.57,296.01,613.41,14.71,288.14,74.37,19.64,163.05,24.45,0.0,1.28,27.77,63.400000000000006,550.01,10.335664563668672,89.66433543633133,,1.022
Germany,2006,7.55,-16.98,298.78,629.81,18.94,288.93,77.18,20.03,167.27,23.92,0.0,2.22,31.32,72.50999999999999,557.3,11.51299598291548,88.4870040170845,,1.253
Germany,2007,7.59,-16.56,308.99,632.31,24.62,297.1,80.02,21.17,140.53,25.28,0.0,3.08,40.51,89.38,542.93,14.135471525043094,85.8645284749569,,2.086
Germany,2008,7.55,-20.1,296.65,633.2,28.02,275.21,90.7,20.44,148.49,24.52,0.02,4.42,41.38,94.28,538.92,14.889450410612765,85.11054958938725,,1.539
Germany,2009,7.1,-12.27,273.66,588.94,30.89,253.45,82.55,19.03,134.93,22.07,0.02,6.58,39.42,95.94,493.0,16.290284239481103,83.7097157605189,,1.278
Germany,2010,7.5,-14.95,288.71,624.64,33.92,262.89,90.67,20.95,140.56,25.34,0.03,11.73,38.55,105.18,519.46,16.838498975409838,83.16150102459017,,0.192
Germany,2011,7.39,-3.77,286.0,605.17,36.89,262.46,87.58,17.67,107.97,23.12,0.02,19.6,49.86,124.04,481.13,20.496719929937047,79.50328007006297,,1.119
Germany,2012,7.36,-20.54,294.78,620.39,43.2,276.23,78.0,21.75,99.46,23.66,0.03,26.38,51.68,143.04,477.35,23.05646448201938,76.94353551798065,,1.347
Germany,2013,7.33,-32.19,301.4,631.15,45.51,288.2,69.05,23.0,97.29,24.27,0.08,31.01,52.74,152.34,478.81,24.13689297314426,75.86310702685574,,0.58
Germany,2014,7.16,-33.88,287.1,619.95,48.29,274.41,62.6,19.59,97.13,23.27,0.1,36.06,58.5,162.54,457.41,26.218243406726344,73.78175659327366,,2.516
Germany,2015,7.22,-48.28,287.23,640.57,50.33,272.2,63.37,18.98,91.79,24.42,0.13,38.73,80.62,188.79,451.78000000000003,29.472188831821654,70.52781116817835,31.909166666666664,1.671
Germany,2016,7.2,-50.52,288.07,642.97,50.93,261.75,82.62,20.55,84.63,24.3,0.17,38.1,79.92,189.67000000000002,453.3,29.49904350125201,70.50095649874801,28.956666666666667,1.985
Germany,2017,7.18,-52.46,273.99,646.01,50.92,241.26,88.01,20.15,76.32,24.1,0.16,39.4,105.69,216.32,429.69,33.48554975929165,66.51445024070834,34.221666666666664,1.65
Germany,2018,7.05,-48.74,260.4,632.72,50.79,228.16,83.59,17.69,76.0,22.9,0.18,43.46,109.95,222.07,410.65,35.09767353647743,64.90232646352257,44.45249999999999,2.393
Germany,2019,6.82,-32.67,216.76,599.49,50.13,171.45,90.92,19.73,75.07,21.72,0.2,44.38,125.89,240.32999999999998,359.15999999999997,40.0890757143572,59.910924285642785,37.69583333333333,2.331
Germany,2020,6.58,-19.03,188.66,567.26,50.93,134.6,96.38,18.72,64.38,20.42,0.23,49.5,132.1,251.48000000000002,315.78000000000003,44.33240489369954,55.667595106300475,30.436666666666667,
Germany,2021,6.75,-18.58,212.47,581.35,46.91,164.5,95.22,19.66,69.13,21.7,0.24,49.34,114.65,230.8,350.55,39.70069665433904,60.29930334566096,96.5825,
Germany,2022,6.64,-27.25,223.7,581.29,47.07,180.11,96.31,17.5,36.52,18.43,0.24,59.05,126.06,249.92,331.37,42.99403051832992,57.005969481670085,237.06500000000003,
Greece,2000,4.84,-0.01,37.46,53.42,0.0,34.31,5.92,3.69,0.0,9.05,0.0,0.0,0.45,4.14,49.28,7.749906402096592,92.2500935979034,,0.75
Greece,2001,5.02,2.5,38.14,53.08,0.08,35.43,6.13,2.1,0.0,8.58,0.0,0.0,0.76,2.9400000000000004,50.14,5.538809344385834,94.46119065561417,,1.395
Greece,2002,5.12,2.9,38.04,53.95,0.13,34.57,7.06,2.8,0.0,8.74,0.0,0.0,0.65,3.5799999999999996,50.370000000000005,6.635773864689526,93.36422613531047,,0.523
Greece,2003,5.4,2.09,39.08,57.9,0.1,35.17,8.02,4.77,0.0,8.82,0.0,0.0,1.02,5.889999999999999,52.01,10.1727115716753,89.82728842832468,,0.47
Greece,2004,5.54,2.82,39.53,58.8,0.12,35.38,8.99,4.67,0.0,8.52,0.0,0.0,1.12,5.91,52.89,10.051020408163264,89.94897959183673,,0.414
Greece,2005,5.69,3.78,39.82,59.43,0.12,35.54,8.17,5.02,0.0,9.31,0.0,0.0,1.27,6.41,53.02,10.785798418307252,89.21420158169275,,0.308
Greece,2006,5.8,4.2,38.58,60.17,0.11,32.26,10.61,5.86,0.0,9.63,0.0,0.0,1.7,7.670000000000001,52.5,12.747216220707994,87.252783779292,,0.34
Greece,2007,6.05,4.36,42.0,62.71,0.18,34.68,14.16,2.59,0.0,9.28,0.0,0.0,1.82,4.59,58.120000000000005,7.319406793174932,92.68059320682508,,1.146
Greece,2008,6.19,5.61,41.27,62.92,0.19,33.36,13.8,3.31,0.0,10.01,0.0,0.01,2.24,5.75,57.169999999999995,9.138588684043231,90.86141131595677,,0.934
Greece,2009,5.92,4.37,39.04,61.07,0.22,34.19,11.02,5.35,0.0,7.7,0.0,0.05,2.54,8.16,52.91,13.361716063533652,86.63828393646635,,0.82
Greece,2010,5.72,5.71,34.69,57.38,0.19,30.8,9.85,7.47,0.0,6.2,0.0,0.16,2.71,10.530000000000001,46.85,18.351341930986408,81.64865806901359,,1.629
Greece,2011,5.67,3.23,36.72,59.19,0.21,31.07,14.07,4.01,0.0,5.9,0.0,0.61,3.32,8.15,51.04,13.769217773272512,86.23078222672748,,0.445
Greece,2012,5.7,1.78,36.62,60.75,0.2,31.11,13.48,4.39,0.0,6.03,0.0,1.69,3.85,10.129999999999999,50.620000000000005,16.674897119341562,83.32510288065845,,1.299
Greece,2013,5.41,1.89,31.25,57.12,0.22,26.4,10.88,6.35,0.0,5.48,0.0,3.65,4.14,14.36,42.760000000000005,25.140056022408963,74.85994397759104,,1.394
Greece,2014,5.45,8.82,28.77,50.35,0.22,25.75,6.79,4.48,0.0,5.63,0.0,3.79,3.69,12.18,38.17,24.19066534260179,75.80933465739822,,1.116
Greece,2015,5.69,9.61,27.07,51.83,0.23,22.11,9.09,6.1,0.0,5.78,0.0,3.9,4.62,14.850000000000001,36.98,28.65136021609107,71.34863978390894,51.939166666666665,0.964
Greece,2016,5.88,8.8,27.23,54.41,0.27,18.88,14.97,5.54,0.0,5.67,0.0,3.93,5.15,14.89,39.52,27.36629296085279,72.63370703914723,42.8325,1.651
Greece,2017,5.74,6.24,28.03,55.18,0.31,18.76,17.13,3.96,0.0,5.49,0.0,3.99,5.54,13.8,41.38,25.009061254077565,74.99093874592243,54.69833333333333,0.74
Greece,2018,5.6,6.28,25.54,53.25,0.31,17.19,14.09,5.74,0.0,5.83,0.0,3.79,6.3,16.14,37.11,30.30985915492958,69.69014084507043,60.3425,1.996
Greece,2019,5.53,9.94,21.63,48.58,0.4,12.12,14.5,4.0,0.0,5.86,0.0,4.43,7.27,16.1,32.48,33.141210374639776,66.85878962536023,63.83416666666667,1.491
Greece,2020,5.42,8.86,18.67,48.16,0.45,6.61,19.23,3.34,0.0,4.77,0.0,4.45,9.31,17.55,30.61,36.441029900332225,63.55897009966777,45.06333333333333,
Greece,2021,5.58,3.68,19.31,54.65,0.5,5.32,22.49,5.9,0.0,4.71,0.0,5.25,10.48,22.130000000000003,32.519999999999996,40.49405306495883,59.50594693504115,116.04666666666667,
Greece,2022,5.35,3.45,18.03,52.44,0.5,5.46,19.56,4.73,0.0,4.71,0.0,6.62,10.86,22.71,29.73,43.30663615560641,56.693363844393595,279.38916666666665,
Hungary,2000,3.79,3.44,14.48,35.19,0.06,9.59,6.6,0.18,14.18,4.58,0.0,0.0,0.0,0.24,34.949999999999996,0.6820119352088662,99.31798806479112,,1.756
Hungary,2001,3.89,3.17,14.81,36.42,0.07,8.84,8.86,0.19,14.13,4.33,0.0,0.0,0.0,0.26,36.16,0.7138934651290499,99.28610653487094,,1.413
Hungary,2002,3.98,4.26,14.38,36.15,0.04,8.98,10.74,0.19,13.95,2.25,0.0,0.0,0.0,0.23,35.92,0.6362378976486861,99.36376210235133,,1.443
Hungary,2003,4.06,6.94,14.73,34.13,0.16,9.17,11.88,0.17,11.01,1.74,0.0,0.0,0.0,0.33,33.800000000000004,0.9668912979783182,99.03310870202169,,0.733
Hungary,2004,4.08,7.47,13.43,33.71,0.73,8.18,11.72,0.2,11.91,0.96,0.0,0.0,0.01,0.94,32.769999999999996,2.7884900622960545,97.21150993770394,,0.573
Hungary,2005,4.17,6.23,12.84,35.75,1.66,7.02,12.38,0.2,13.83,0.65,0.0,0.0,0.01,1.8699999999999999,33.879999999999995,5.230769230769231,94.76923076923076,,0.258
Hungary,2006,4.28,7.21,13.16,35.85,1.26,7.0,13.16,0.19,13.46,0.74,0.0,0.0,0.04,1.49,34.36000000000001,4.15620641562064,95.84379358437936,,0.724
Hungary,2007,4.38,3.99,14.61,39.96,1.56,7.37,15.23,0.21,14.68,0.8,0.0,0.0,0.11,1.8800000000000001,38.08,4.704704704704706,95.2952952952953,,2.165
Hungary,2008,4.38,3.9,14.3,40.02,1.94,7.08,15.18,0.21,14.82,0.59,0.0,0.0,0.2,2.35,37.67,5.872063968015991,94.12793603198398,,1.516
Hungary,2009,4.14,5.51,11.63,35.91,2.33,6.34,10.42,0.23,15.43,0.83,0.0,0.0,0.33,2.89,33.019999999999996,8.047897521581733,91.95210247841827,,1.633
Hungary,2010,4.26,5.2,12.05,37.37,2.3,6.23,11.6,0.19,15.76,0.76,0.0,0.0,0.53,3.0199999999999996,34.349999999999994,8.081348675408078,91.91865132459189,,0.828
Hungary,2011,4.29,6.64,11.49,36.02,1.86,6.48,10.74,0.22,15.69,0.4,0.0,0.0,0.63,2.71,33.309999999999995,7.523598001110495,92.4764019988895,,0.913
Hungary,2012,4.29,7.97,10.72,34.62,1.65,6.34,9.4,0.21,15.79,0.45,0.0,0.01,0.77,2.6399999999999997,31.98,7.625649913344885,92.3743500866551,,1.749
Hungary,2013,4.26,11.88,8.68,30.25,1.83,6.3,5.54,0.21,15.37,0.26,0.0,0.02,0.72,2.7800000000000002,27.470000000000002,9.1900826446281,90.80991735537191,,1.177
Hungary,2014,4.33,13.39,7.91,29.35,2.13,5.99,4.24,0.3,15.65,0.31,0.0,0.07,0.66,3.1599999999999997,26.19,10.766609880749572,89.23339011925042,,2.236
Hungary,2015,4.47,13.69,8.21,30.29,2.16,5.79,5.11,0.23,15.83,0.34,0.0,0.14,0.69,3.22,27.07,10.630571145592604,89.36942885440739,40.593333333333334,2.086
Hungary,2016,4.54,12.71,8.78,31.81,2.07,5.63,6.48,0.26,16.05,0.4,0.0,0.24,0.68,3.2500000000000004,28.56,10.216912920465264,89.78308707953474,35.37583333333333,1.915
Hungary,2017,4.67,12.88,8.94,32.83,2.15,4.93,7.87,0.22,16.1,0.45,0.0,0.35,0.76,3.4800000000000004,29.35,10.600060919890346,89.39993908010968,50.35166666666667,1.367
Hungary,2018,4.73,14.35,8.51,31.93,2.3,4.67,7.28,0.22,15.73,0.48,0.01,0.63,0.61,3.7699999999999996,28.16,11.807077983088002,88.192922016912,50.9475,2.568
Hungary,2019,4.79,12.58,8.69,34.19,2.23,4.03,8.7,0.22,16.29,0.47,0.02,1.5,0.73,4.7,29.49,13.746709564200064,86.25329043579995,50.31,2.406
Hungary,2020,4.77,11.68,8.59,34.78,2.15,3.71,9.09,0.24,16.06,0.4,0.02,2.46,0.65,5.52,29.259999999999998,15.871190339275449,84.12880966072457,38.994166666666665,
Hungary,2021,5.02,12.75,8.38,35.96,2.23,3.01,9.65,0.21,15.99,0.4,0.01,3.8,0.66,6.91,29.049999999999997,19.21579532814238,80.78420467185761,113.44916666666666,
Hungary,2022,4.91,12.15,7.92,35.52,2.25,2.9,8.86,0.19,15.85,0.38,0.01,4.47,0.61,7.53,27.99,21.19932432432433,78.80067567567568,270.90166666666664,
Ireland,2000,6.31,0.1,14.66,23.67,0.09,6.82,9.26,0.85,0.0,6.41,0.0,0.0,0.24,1.18,22.49,4.985213350232361,95.01478664976763,,0.561
Ireland,2001,6.37,-0.25,15.48,24.64,0.1,7.06,9.15,0.6,0.0,7.4,0.0,0.0,0.33,1.03,23.61,4.180194805194805,95.81980519480518,,0.54
Ireland,2002,6.51,0.5,15.01,24.84,0.08,6.82,10.83,0.91,0.0,5.81,0.0,0.0,0.39,1.38,23.459999999999997,5.555555555555555,94.44444444444443,,0.822
Ireland,2003,6.58,1.17,14.64,24.86,0.09,6.2,13.04,0.6,0.0,4.48,0.0,0.0,0.45,1.14,23.72,4.585679806918744,95.41432019308125,,1.014
Ireland,2004,6.64,1.57,14.78,25.22,0.11,6.23,12.9,0.63,0.0,4.7,0.0,0.0,0.65,1.3900000000000001,23.830000000000002,5.5114988104678835,94.48850118953213,,0.886
Ireland,2005,6.71,2.04,15.02,25.62,0.13,6.39,11.57,0.63,0.0,5.79,0.0,0.0,1.11,1.87,23.75,7.298985167837628,92.70101483216239,,1.164
Ireland,2006,6.82,1.78,15.13,27.11,0.13,5.88,13.79,0.72,0.0,4.97,0.0,0.0,1.62,2.47,24.639999999999997,9.111029140538548,90.88897085946147,,1.151
Ireland,2007,6.81,1.33,15.25,28.37,0.18,5.44,16.06,0.67,0.0,4.06,0.0,0.0,1.96,2.81,25.56,9.904829044765599,90.0951709552344,,1.34
Ireland,2008,6.82,0.45,15.62,29.92,0.22,5.14,16.72,0.97,0.0,4.46,0.0,0.0,2.41,3.6,26.32,12.032085561497327,87.96791443850267,,0.83
Ireland,2009,6.39,0.76,13.87,27.97,0.26,4.0,16.3,0.9,0.0,3.55,0.0,0.0,2.96,4.12,23.85,14.73006792992492,85.26993207007509,,0.796
Ireland,2010,6.33,0.47,13.84,28.16,0.31,3.55,18.11,0.6,0.0,2.78,0.0,0.0,2.81,3.7199999999999998,24.44,13.21022727272727,86.78977272727273,,-0.115
Ireland,2011,6.08,0.49,12.59,27.16,0.34,3.94,15.43,0.71,0.0,2.36,0.0,0.0,4.38,5.43,21.73,19.992636229749632,80.00736377025038,,0.547
Ireland,2012,6.03,0.41,13.11,27.13,0.44,5.02,14.14,0.8,0.0,2.72,0.0,0.0,4.01,5.25,21.88,19.35127165499447,80.64872834500551,,0.706
Ireland,2013,6.06,2.24,11.88,25.57,0.49,4.28,13.13,0.6,0.0,2.53,0.0,0.0,4.54,5.63,19.94,22.01798983183418,77.98201016816581,,0.628
Ireland,2014,6.05,2.15,11.61,25.81,0.54,3.96,12.64,0.71,0.0,2.82,0.0,0.0,5.14,6.39,19.42,24.757845796203018,75.24215420379697,,1.363
Ireland,2015,6.17,0.67,12.35,28.1,0.48,4.87,12.37,0.81,0.0,3.0,0.0,0.0,6.57,7.86,20.24,27.971530249110323,72.02846975088968,48.705000000000005,0.429
Ireland,2016,6.26,-0.71,13.49,30.23,0.68,4.7,15.33,0.68,0.0,2.68,0.0,0.01,6.15,7.5200000000000005,22.71,24.875951042011245,75.12404895798875,39.25083333333333,1.033
Ireland,2017,6.28,-0.68,12.65,30.66,0.74,3.64,15.68,0.69,0.0,2.46,0.0,0.01,7.44,8.88,21.78,28.962818003913892,71.03718199608609,45.73083333333333,1.26
Ireland,2018,6.39,-0.03,11.7,30.9,0.85,2.15,16.02,0.69,0.0,2.53,0.0,0.02,8.64,10.200000000000001,20.7,33.00970873786408,66.99029126213591,61.9025,0.77
Ireland,2019,6.41,0.64,10.3,30.72,0.85,0.51,15.91,0.89,0.0,2.5,0.0,0.04,10.02,11.799999999999999,18.92,38.41145833333333,61.58854166666667,50.163333333333334,1.199
Ireland,2020,6.43,-0.15,9.99,31.97,0.92,0.67,16.24,0.93,0.0,1.6,0.0,0.06,11.55,13.46,18.51,42.1019705974351,57.89802940256491,37.57,
